date_recd,company,city,county,num_affected,date_layoff,phone,union,warn-id,year,union_rep
2017-09-26,Livingston Care Center,Dayton,Montgomery,49,NA,(513) 561-4105,NA,007-17-018,2017,0
2017-09-19,Peoples Bank-National Mortgage Business Division,Westerville,Franklin,31,2017-10-31,(913) 239-1760,NA,011-17-017,2017,0
2017-09-06,Data Cooling Technologies LLC,Streetsboro,Portage,125,2017-09-05,(330) 954-3807,NA,019-17-016,2017,0
2017-09-05,BWAY Corporation,Hubbard,Trumbull,55,2017-11-01,(630) 203-4087,NA,018-17-015,2017,0
2017-08-25,Demag Cranes & Components Corp,Solon,Cuyahoga,91,2017-10-20,(440) 349-8234,"Teamsters Union Local
No. 293",003-17-014,2017,1
2017-08-09,dlhBOWLES,Carrollton,Carroll,94,NA,(410) 381-0400,NA,016-17-013,2017,0
2017-07-31,New York Community Bancorp Inc.,Brooklyn,Cuyahoga,14,2017-09-29,(216) 588-7116,NA,003-17-012,2017,0
2017-07-31,New York Community Bancorp Inc.,Cleveland,Cuyahoga,210,2017-09-29,(216) 588-7116,NA,003-17-011,2017,0
2017-07-28,MCM Electronics Inc,Centerville,Montgomery,93,2017-09-30,(773) 907-5960,NA,007-17-010,2017,0
NA,NA,Springboro,Warren,NA,NA,NA,NA,NA,2017,0
2017-07-27,Maggiano's Little Italy,Beachwood,Cuyahoga,123,2017-09-27,(972) 770-7256,NA,003-17-009,2017,0
2017-07-27,Kindred Hospital Central Ohio,Mansfield,Richland,111,2017-09-30,(773) 279-2680,NA,010-17-008,2017,0
2017-07-18,DHL Supply Chain,Englewood,Montgomery,85,2017-09-18,(419) 979-2725,NA,007-17-007,2017,0
2017-07-17,Kmart Store 03302,Toledo,Lucas,76,2017-09-24,(847) 286-5904,NA,009-17-006,2017,0
2017-07-17,Kmart Store 04179,Dayton,Greene,73,2017-09-24,(847) 286-5904,NA,007-17-005,2017,0
2017-07-14,"The Andersons Inc. Mower Center, Retail Group",Maumee,Lucas,28,2017-09-12,(419) 891-6665,NA,009-17-004,2017,0
2017-07-13,"Parker Hannifin Industrial Gas Filtration Generation
Division",Cincinnati,Hamilton,62,2017-09-30,(216) 896-3258,NA,013-17-003,2017,0
2017-07-11,Formed Fiber Technologies,Sidney,Shelby,27,2017-09-29,(207) 784-1145,NA,007-17-002,2017,0
2017-07-07,Cox Media Group Ohio,Franklin,Warren,128,2017-09-29,(937) 225-0502,Local 128-N,012-17-001,2017,1
2017-06-27,HealthSpan Partners,Cleveland,Cuyahoga,2,2017-08-25,(216) 372-4259,NA,003-16-105,2017,0
2017-06-13,"T and W Forge, LLC",Alliance,Stark,37,2017-09-15,(216) 310-5296,"Local 1603 of the Brotherhood of Boilermakers, Iron Ship
Builders, Blacksmiths,",006-16-104,2017,1
2017-06-09,JLG Industries,Orrville,Wayne,110,2017-08-13,(717) 494-9028,NA,007-16-103,2017,0
2017-06-09,Quaker Manufacturing Corp.,Salem,Columbiana,115,2017-06-20,(330) 332-4631,NA,017-16-102,2017,0
2017-06-01,Navistar Inc,Springfield,Clark,81,2017-08-01,(937) 390-2831,"United Auto Workers 402
and 658",007-16-101,2017,1
2017-05-26,Kelloggs,Sharonville,Hamilton,248,2017-07-29,(269) 961-6713,Teamsters Local 114,013-16-100,2017,1
2017-05-25,JCPenney,Richmond Heights,Cuyahoga,117,2017-07-31,(440) 449-3800,NA,003-16-099,2017,0
2017-05-24,TradeGlobal,West Chester,Butler,112,2017-07-24,(513) 341-2741,NA,012-16-098,2017,0
2017-05-23,Robert Bosch Battery Systems LLC,Springboro,Warren,88,2017-07-31,"(248) 876-
2381",Local IUE-CWA 755,012-16-097,2017,1
2017-05-18,Hyundai Ideal Electric Company,Mansfield,Richland,16,2017-07-12,(419) 522-3611,USW 8530,010-16-096,2017,1
2017-05-16,The PIC Group,Bellefontaine,Logan,71,2017-05-15,(586) 532-9001,NA,007-16-095,2017,0
2017-05-08,Sodexo,Cleveland,Cuyahoga,383,2017-06-30,(989) 954-5306,NA,003-16-094,2017,0
2017-05-05,McSwain,Springdale,Hamilton,34,2017-05-04,(513) 619-1211,NA,013-16-093,2017,0
NA,NA,West Chester,Hamilton,31,NA,NA,NA,NA,2017,0
2017-04-24,Citigroup,Columbus,Franklin,94,2017-05-29,(469) 220-4363,NA,011-16-092,2017,0
2017-04-21,ConForm Automotive,Sidney,Shelby,49,2017-06-30,(207) 784-1145,NA,007-16-091,2017,0
2017-04-11,General Electric (GE Lighting),Circleville,Pickaway,148,2017-05-29,NA,NA,020-16-090,2017,0
2017-04-03,Evant Inc,Stow,Summit,198,2017-05-31,(330) 920-1517,"International Chemical
Workers Union Council of UFCW, Local 1020C",002-16-089,2017,1
2017-04-03,Dollar Express,Whitehall,Franklin,9,2017-06-30,(980) 500-9145,NA,011-16-088,2017,0
2017-04-03,Dollar Express,Toledo,Lucas,17,2017-06-30,(980) 500-9145,NA,009-16-087,2017,0
2017-04-03,Dollar Express,Cincinnati,Hamilton,40,2017-06-30,(980) 500-9145,NA,013-16-086,2017,0
2017-04-03,Dollar Express,Columbus,Franklin,23,2017-06-30,(980) 500-9145,NA,011-16-085,2017,0
2017-04-03,Dollar Express,East Cleveland,Cuyahoga,11,2017-06-30,(980) 500-9145,NA,003-16-084,2017,0
2017-04-03,Dollar Express,Akron,Summit,13,2017-06-30,(980) 500-9145,NA,002-16-083,2017,0
2017-04-03,Dollar Express,Canton,Stark,12,2017-06-30,(980) 500-9145,NA,006-16-082,2017,0
2017-04-03,Dollar Express,Milford,Clermont,5,2017-06-30,(980) 500-9145,NA,012-16-081,2017,0
2017-04-03,Dollar Express,St. Bernard,Hamilton,7,2017-06-30,(980) 500-9145,NA,013-16-080,2017,0
2017-04-03,Dollar Express,Cleveland,Cuyahoga,44,2017-06-30,(980) 500-9145,NA,003-16-079,2017,0
2017-03-29,3M Company,Elyria,Lorain,136,2017-05-31,(440) 323-6161,"Workers United Union,
Local 1406T",004-16-078,2017,1
2017-03-16,Caito Food Company,Newcomerstown,Tuscarawas,62,2017-05-15,(317) 897-2009,NA,006-16-077,2017,0
2017-03-16,"Ohio Department of Developmental Disabilities
(DODD)",Huber Heights,Montgomery,103,2017-06-30,(614) 466-9950,NA,007-16-076,2017,0
NA,NA,Mineral Ridge,Trumbull,111,NA,NA,NA,NA,2017,0
2017-03-06,Southern Theatres LLC,Hilliard,Franklin,85,2017-04-08,(504) 273-7806,NA,011-16-075,2017,0
2017-03-02,Cempra Pharmaceuticals,Powell,Delaware,1,2017-03-01,(919) 525-1986,NA,007-16-074,2017,0
2017-02-27,Global Flight Source Inc,Wilmington,Clinton,2,2017-04-30,(937) 366-2283,NA,007-16-073,2017,0
2017-02-27,LGSTX Cargo Services Inc,Wilmington,Clinton,296,2017-04-30,(937) 366-2283,NA,007-16-072,2017,0
2017-02-27,LGSTX Services Inc,Wilmington,Clinton,37,2017-04-30,(937) 366-2283,NA,007-16-071,2017,0
2017-02-23,Enginetics Corporation,Eastlake,Lake,28,2017-04-23,(937) 754-3265,NA,005-16-070,2017,0
2017-02-10,Toledo North Assembly Plant,Toledo,Lucas,3207,2017-04-07,(419) 727-7275,UAW Local Union 12,009-16-069,2017,1
2017-02-08,Piston Automotive,Toledo,Lucas,52,2017-04-07,(419) 464-0260,UAW Local Union 12,009-16-068,2017,1
2017-02-08,Toledo Molding and Die,Toledo,Lucas,30,2017-04-07,(419) 470-3982,UAW Local Union 12,009-16-067,2017,1
2017-02-07,The Andersons Inc,Maumee,Lucas,326,2017-04-09,(419) 891-6665,NA,009-16-066,2017,0
NA,NA,Toledo,Lucas,265,NA,NA,NA,NA,2017,0
NA,NA,Columbus,Franklin,363,NA,NA,NA,NA,2017,0
2017-02-03,Downtown Ford Lincoln,West Tuscarawas,Stark,88,2017-01-31,(419) 727-3388,NA,006-16-065,2017,0
2017-02-03,DCB Financial Corp,Lewis Center,Delaware,58,2017-04-03,(724) 463-1790,NA,007-16-064,2017,0
2017-02-02,DHL Supply Chain,Toledo,Lucas,277,2017-04-07,(330) 456-2781,United Auto Workers &,009-16-063,2017,1
2017-02-01,Boehringer Ingelheim Pharmaceuticals,Columbus,Franklin,28,2017-07-03,(614) 527-5440,NA,011-16-062,2017,0
2017-01-31,Penske Vehicle Services,Warren,Trumbull,2,2017-04-01,(586) 268-3164,NA,018-16-061,2017,0
2017-01-30,STP Products Manufacturing Company,Painesville,Lake,58,2017-04-30,(203) 205-2924,NA,005-16-060,2017,0
2017-01-30,Narrowband Repair Center,Brecksville,Cuyahoga,51,2017-03-28,(214) 934-0087,"Communications
Workers of America,",003-16-059,2017,1
2017-01-30,Impact Fulfillment Services,Union,Montgomery,167,2017-03-31,(336) 706-6373,NA,007-16-058,2017,0
2017-01-24,Yanfeng,Northwood,Wood,185,2017-04-07,(419) 662-4916,UAW Local 12,007-16-057,2017,1
2017-01-18,Sears Auto #6520,Akron,Summit,9,2017-03-19,(706) 342-6970,NA,002-16-056,2017,0
2017-01-18,Sears #1530,Richmond Heights,Cuyahoga,92,2017-03-26,(706) 342-6970,NA,003-16-055,2017,0
2017-01-18,Sears Auto #6532,Richmond Heights,Cuyahoga,6,2017-03-26,(706) 342-6970,NA,003-16-054,2017,0
2017-01-18,Sears #1520,Akron,Summit,71,2017-03-19,(706) 342-6970,NA,002-16-053,2017,0
2017-01-17,The Andersons Inc. Retail Distribution Center,Maumee,Lucas,42,2017-03-18,(419) 891-6665,NA,009-16-052,2017,0
2017-01-09,"Xerox Corporation(Groveport Central Product
Distribution Center)",Groveport,Franklin,55,2017-03-09,(513) 539-4815,"Workers United, Local
2675",011-16-051,2017,1
2018-12-27,Lordstown Seating Systems (MAGNA),Warren,Trumbull,120,2019-02-25,(330) 824-3101,UAW 1112,018-18-023,2018,1
2018-12-17,GM Lordstown Complex,Warren,Trumbull,1607,2019-03-11,(330) 824-5810,"U.A.W. International and
Local Union 1112",018-18-022,2018,1
2018-12-12,Radial South L.P.,Groveport,Franklin,194,2019-02-04,(859) 360-8019,NA,011-18-021,2018,0
2018-12-10,Bridgeview Bank Mortgage Company,Seven Hills,Cuyahoga,97,2018-11-11,(773) 989-5707,NA,003-18-020,2018,0
2018-11-09,G6 Hospitality LLC (Motel 6 Contact Center),Columbus,Franklin,150,2019-01-07,(972) 360-5749,NA,011-18-019,2018,0
2018-11-05,Citizens Bank,Cincinnati,Hamilton,55,2019-01-04,(401) 260-2481,NA,013-18-018,2018,0
2018-11-02,Mid-Town Health,Cincinnati,Hamilton,269,2019-01-08,(513) 624-4695,NA,013-18-017,2018,0
NA,NA,Fairfield,Butler,80,2019-01-08,NA,NA,NA,2018,0
2018-10-31,Nationwide Mutual Insurance Company,Canton,Stark,177,2018-12-30,(614) 249-2763,NA,006-18-016,2018,0
2018-10-29,Siemens,Mount Vernon,Knox,57,2018-12-28,(740) 398-794,International Association of Machinist and Aerospace Workers Local Lodge 90,007-18-015,2018,1
2018-10-18,Kmart Store 04257,Middleburg Heights,Cuyahoga,63,2018-12-31,(847) 286-1427,NA,003-18-014,2018,0
2018-10-10,The Cottages of Clayton,Dayton,Montgomery,0,NA,(270) 313-1376,NA,007-18-013,2018,0
2018-10-09,Verizon Wireless,Hilliard,Franklin,95,2018-11-17,(614) 634-1959,NA,011-18-012,2018,0
2018-10-02,MPP,Solon,Cuyahoga,55,2018-12-01,(317) 669-1928,NA,003-18-011,2018,0
2018-09-18,"Allpro Parking Ohio, LLC",Columbus,Franklin,55,2018-11-15,(877) 776-7275,NA,011-18-010,2018,0
2018-09-17,"PTC Group Holdings Corp. (Alliance Tubular Products, LLC)",Alliance,Stark,0,NA,(412) 299-2634,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied, Industrial and Service Workers International Union, Local 3059-01.",006-18-009,2018,1
2018-11-01,NA,NA,NA,NA,NA,NA,NA,NA,2018,0
2018-08-27,"The Children's Group, LLC",Dayton,Montgomery,27,2018-12-21,(540) 948-7270,NA,007-18-008,2018,0
2018-08-15,Northside Regional Medical Center,Youngstown,Mahoning,468,2018-10-14,(772) 388-4121,"Ohio Nurses Association (""ONA"") and SEIU District 1199, WV/KY/OH (""District
1199"")",017-18-007,2018,1
2018-08-17,NA,NA,NA,NA,NA,NA,NA,NA,2018,0
2018-08-14,Meggitt Aircraft Braking Systems Corporation,Akron,Summit,6,2018-10-12,(330) 796-3582,"International Union, United Automobile, Aerospace & Agricultural Implement Workers of America, U.A.W and its Amalgamated Local Union No. 856",002-18-006,2018,1
2018-08-01,Orbis Corporation,Perrysburg,Wood,105,2018-12-14,(262) 560-5320,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America, UAW Local No. 12",007-18-005,2018,1
2018-10-16,NA,NA,NA,NA,NA,NA,NA,NA,2018,0
2018-08-01,"HSN Improvements, LLC/HSN Catalog Services, Inc.",Maple Heights,Cuyahoga,53,2018-10-02,(216) 865-3203,NA,003-18-004,2018,0
2018-07-27,TTI Floor Care North America,Glenwillow,Cuyahoga,75,2018-09-25,(704) 401-9845,NA,003-18-003,2018,0
2018-07-26,Siemens,Mount Vernon,Knox,134,2018-09-28,(740) 398-7934,International Association of Machinist and Aerospace Workers Local Lodge 90,007-18-002,2018,1
2018-07-03,PNC Bank Customer Care Center,Columbus,Franklin,96,2018-09-14,(412) 762-4559,NA,011-18-001,2018,0
2018-06-26,Anchor Glass Container,Zanesville,Muskingum,70,2018-08-31,(813) 882-7888,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-
CIO, CLC (""USW"")",007-17-082,2018,1
2018-06-19,DHL Supply Chain,Groveport,Franklin,260,2018-07-14,(614) 622-7222,NA,011-17-081,2018,0
2018-06-11,Toys R Us / Babies R Us,NA,NA,1178,2018-06-30,(973) 617-5293,NA,011-17-080,2018,0
2018-06-06,Teradata Corporation,Miamisburg,Montgomery,267,2018-12-31,(858) 485-2573,NA,007-17-079,2018,0
2018-06-05,"JTEKT North America Corporation / Koyo Bearings North
America, LLC",Westlake,Cuyahoga,47,2018-07-27,(864) 770-2268,NA,003-17-078,2018,0
2018-06-05,GC Services LP,Columbus,Franklin,123,2018-08-02,(865) 686-7426,NA,011-17-077,2018,0
2018-05-30,"OPW Fueling Components, LLC",Hamilton,Butler,22,2018-07-23,(513) 870-3199,NA,012-17-076,2018,0
2018-05-18,"Texas Migrant Council (Teaching & Mentoring
Communities)",Millbury,Wood,8,2018-05-17,(419) 680-6801,NA,007-17-075,2018,0
2018-05-17,"Essity Operations Wausau, LLC",Middletown,Butler,60,2018-07-16,(513) 217-3622,USW Local 1-112,012-17-074,2018,1
2018-05-18,NA,NA,NA,NA,NA,NA,NA,NA,2018,0
2018-05-10,US Bank,Bedford,Cuyahoga,260,2018-07-09,(708) 583-2608,NA,003-17-073,2018,0
2018-04-30,"Philips Medical Systems, Inc.",Cleveland,Cuyahoga,95,2018-06-29,(440) 483-2124,NA,003-17-072,2018,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,0
2018-04-24,"Aramark Campus Services, LLC - Capital University",Bexley,Franklin,75,2018-05-06,(215) 200-8681,NA,011-17-071,2018,0
2018-04-24,Comprehensive Logistics Inc,Austintown,Mahoning,NA,2018-06-15,(330) 793-8097,NA,017-17-070,2018,0
2018-04-18,General Motors LLC,Warren,Trumbull,1500,2018-06-18,(330) 824-5810,UAW 1112,018-17-069,2018,1
2018-04-17,Lordstown Seating Systems,Warren,Trumbull,83,2018-06-18,(330) 824-3101,UAW 1112,018-17-068,2018,1
2018-04-10,"EBTH, Inc.",Blue Ash,Hamilton,203,2018-06-10,(513) 802-9287,NA,013-17-067,2018,0
2018-04-10,Express Scripts,Columbus,Franklin,456,2018-06-10,(303) 748-2400,NA,011-17-066,2018,0
2018-04-06,Elder-Beerman & Bon-Ton Fulfillment Center (The Bon- Ton Stores Inc),Dayton,Montgomery,122,2018-06-05,(414) 212-6741,NA,007-17-065,2018,0
2018-04-06,Elder-Beerman & Bon-Ton Fulfillment Center (The Bon- Ton Stores Inc),West Jefferson,Madison,330,2018-06-05,(414) 212-6741,NA,007-17-065,2018,0
2018-03-21,"AES Ohio Generation, LLC (Dayton Power & Light)",Aberdeen,Brown,281,2018-06-01,(317) 261-8423,Utility Workers Union of America Local 175,001-17-064,2018,1
2018-03-21,"AES Ohio Generation, LLC (Dayton Power & Light)",Manchester,Adams,89,2018-06-01,(317) 261-8423,Utility Workers Union of America Local 175,001-17-064,2018,1
2018-03-14,"CompuCom Systems, Inc.",Fairfield,Butler,61,2018-05-15,(972) 856-8627,NA,012-17-063,2018,0
2018-02-28,Bobby Layman Chevrolet,Columbus,Franklin,103,NA,(614) 272-3181,NA,011-17-062,2018,0
2018-02-26,"Philips Medical Systems, Inc.",Cleveland,Cuyahoga,65,2018-04-20,(440) 483-2124,NA,003-17-061,2018,0
2018-02-23,The Cold Heading Co.,Cleveland,Cuyahoga,52,2018-06-30,(586) 497-7541,NA,003-17-060,2018,0
2018-02-20,Cardinal Health,Zanesville,Muskingum,101,2018-04-20,(614) 553-4987,NA,007-17-059,2018,0
2018-02-14,"Personal Touch Home Care of Ohio, Inc.",Independence,Cuyahoga,70,2018-04-20,(718) 468-4747,NA,012-17-058,2018,0
2018-02-14,"Personal Touch Home Care of Ohio, Inc.",Wooster,Wayne,21,2018-04-20,(718) 468-4747,NA,012-17-058,2018,0
2018-02-14,"Personal Touch Home Care of Ohio, Inc.",Fairfield,Butler,129,2018-04-20,(718) 468-4747,NA,012-17-058,2018,0
2018-02-14,"Personal Touch Home Care of Ohio, Inc.",Eaton,Preble,37,2018-04-20,(718) 468-4747,NA,012-17-058,2018,0
2018-02-12,FCA US LLC,Toledo,Lucas,852,2018-04-13,(419) 727-7279,UAW Local 12,009-17-057,2018,1
2018-02-12,KUKA Toledo Production Operations,Toledo,Lucas,346,2018-04-13,(419) 727-5519,UAW Local 12,009-17-056,2018,1
2018-02-12,Dayton Power & Light,Dayton,Montgomery,56,2018-04-08,(317) 261-8423,NA,007-17-055,2018,0
2018-02-02,Elder-Beerman (The Bon Ton Stores),Defiance,Defiance,41,NA,(864) 586-4105,NA,007-17-054,2018,0
2018-02-02,"Ritrama, Inc.",Cleveland,Cuyahoga,48,2018-04-02,(815) 654-6840,NA,003-17-053,2018,0
2018-02-02,Meggitt Aircraft Braking Systems Corporation,Akron,Summit,5,2018-03-30,(330) 796-3582,"International Union, United Automobile, Aerospace & Agricultural Implement Workers of America, U.A.W. and Amalgamated Local Union No. 856",002-17-052,2018,1
2018-02-01,Compass Group USA,West Chester,Butler,14,2018-04-01,(513) 518-2947,NA,012-17-051,2018,0
2018-01-30,"Toledo Molding & Die, Inc.",Toledo,Lucas,120,2018-04-02,(419) 720-3520,UAW Local 12,009-17-050,2018,1
2018-01-30,Rambus Inc.,Brecksville,Cuyahoga,52,2018-02-05,(408) 462-8000,NA,003-17-049,2018,0
2018-01-25,Mobis North America LLC,Toledo,Lucas,572,2018-04-07,(419) 409-3853,UAW Local 12,009-17-048,2018,1
2018-01-19,Kmart Store 03555,Cambridge,Guernsey,88,2018-04-08,(630) 364-9036,NA,007-17-047,2018,0
2018-01-17,Dover Business Services,Hamilton,Butler,48,2018-04-20,(630) 743-5095,NA,012-17-046,2018,0
2018-01-17,DHL Supply Chain,Lima,Allen,229,2018-03-12,(419) 979-2725,NA,007-17-045,2018,0
2018-01-11,Sam's Club 8131,Cincinnati,Hamilton,143,2018-03-16,(937) 356-6148,NA,013-17-044,2018,0
2018-01-11,Sam's Club 6544,Loveland,Clermont,142,2018-03-16,(937) 356-6148,NA,012-17-043,2018,0
2018-01-10,Macy's,Cincinnati,Hamilton,104,2018-03-18,(646) 787-4816,NA,013-17-042,2018,0
2018-01-10,Kmart Store 04939,Warren,Trumbull,133,2018-04-08,(630) 364-9036,NA,018-17-041,2018,0
2018-01-05,Doctor's Hospital Physician Services,Massillon,Stark,116,2018-03-07,(330) 837-6860,NA,006-17-040,2018,0
2018-01-05,Affinity Medical Center,Massillon,Stark,692,2018-03-06,(330) 837-6860,"National Nurses Organizing
Committee",006-17-039,2018,1
2018-01-04,"Fremont Plastic Products, Inc.",Fremont,Sandusky,185,2018-03-05,(630) 325-1210,"United Steelworkers Local Union No. 1915-13, AFL-CIO,
CLC",007-17-038,2018,1
2019-12-18,"Energizer Brands, LLC (Global Auto Care Operations)",Vandalia,Montgomery,59,2020-02-17,(937) 742-4437,NA,007-19-099,2019,0
2019-11-21,"A. Schulman, Inc. (LyondellBasell Finance Co.)",Fairlawn,Summit,43,2020-01-31,(330) 668-7298,NA,002-19-098,2019,0
2019-11-13,Millennium Hotel Cincinnati,Cincinnati,Hamilton,97,2020-01-06,(513) 352-2117,"Chicago & Midwest Regional Joint Board, Workers
United/SEIU",013-19-097,2019,1
2019-11-04,Cincinnati Christian University,Cincinnati,Hamilton,53,2019-11-01,(513) 244-8492,NA,013-19-096,2019,0
2019-11-01,EG America,Cincinnati,Hamilton,200,2019-12-31,(719) 369-8000,NA,013-19-095,2019,0
2019-11-01,Frutarom,Cincinnati,Hamilton,86,2019-12-31,(347) 504-4782,NA,013-19-094,2019,0
2019-10-29,"MV Transportation, Inc.",Cincinnati,Hamilton,97,2019-12-31,(469) 909-8014,"Amalgamated Transit Union
Local 627",013-19-093,2019,1
2019-10-24,IMI Precision Engineering,Brookville,Montgomery,109,2020-01-17,(303) 797-5119,NA,007-19-092,2019,0
2019-10-23,Transform SR LLC - 06180,Canton,Stark,8,2020-01-12,(440) 983-3858,NA,006-19-091,2019,0
2019-10-23,Transform SR LLC - 01410,Canton,Stark,70,2020-01-12,(440) 983-3858,NA,006-19-090,2019,0
2019-10-16,Kitchen Collection LLC,Chillicothe,Ross,69,2019-12-01,(740) 773-9150,NA,020-19-089,2019,0
2019-10-04,"Fresenius Management Services, Inc.",North Olmsted,Cuyahoga,57,2019-12-06,(781) 690-4678,NA,003-19-088,2019,0
2019-10-02,"Inpax Final Mile Delivery, Inc.",West Chester,Butler,64,2019-10-02,(404) 924-7090,NA,012-19-087,2019,0
2019-10-02,"Inpax Final Mile Delivery, Inc.",Euclid,Cuyahoga,64,2019-10-02,(404) 924-7090,NA,003-19-086,2019,0
2019-09-24,Thompson Hospitality Services,West Chester,Butler,10,2019-11-09,(703) 757-5530,SEIU Local 1,012-19-085,2019,1
2019-09-25,Guardian Fabrication LLC,Millbury,Wood,100,2019-11-20,(419) 855-7706,NA,007-19-084,2019,0
2019-09-23,Deluxe Entertainment Services Group Inc.,Wilmington,Clinton,10,2019-12-01,(818) 526-3863,NA,007-19-083,2019,0
2019-09-16,Tomlinson Industries,Garfield Heights,Cleveland,60,2019-11-10,(216) 332-1543,"International Brotherhood of Boilermakers, Local M03",003-19-082,2019,1
2019-09-10,Coney Island Inc.,Cincinnati,Hamilton,13,2019-11-08,(513) 232-8230,NA,013-19-081,2019,0
2019-09-09,Compass Group USA DBA Eurest Services @ Procter & Gamble,Mason,Warren,12,2019-11-09,(513) 968-8049,NA,012-19-080,2019,0
2019-09-09,Compass Group USA DBA Eurest Services @ Procter & Gamble,West Chester,Butler,8,2019-11-09,(513) 968-8049,NA,012-19-079,2019,0
2019-09-09,Compass Group USA DBA Eurest Services @ Procter & Gamble,Cincinnati,Hamilton,17,2019-11-09,(513) 968-8049,NA,013-19-078,2019,0
2019-09-09,Compass Group USA DBA Eurest Services @ Procter & Gamble,Cincinnati,Hamilton,31,2019-11-09,(513) 968-8049,NA,013-19-077,2019,0
2019-09-09,Compass Group USA DBA Eurest Services @ Procter & Gamble,Cincinnati,Hamilton,9,2019-11-09,(513) 968-8049,NA,013-19-076,2019,0
2019-09-09,Compass Group USA DBA Eurest Services @ Procter & Gamble,Cincinnati,Hamilton,2,2019-11-09,(513) 968-8049,NA,013-19-075,2019,0
2019-09-09,Thompson Hospitality Services,Cincinnati,Hamilton,122,2019-11-09,(703) 757-5530,SEIU Local 1,013-19-074,2019,1
2019-09-03,"Altercare at Saint Joseph, Inc.",Warrensville Heights,Cuyahoga,139,2019-10-28,(330) 498-8201,NA,003-19-073,2019,0
2019-08-29,CCU Coal and Construction LLC,Various Cities,Various Counties,205,2019-10-31,(740) 722-9333,NA,014-19-072,2019,0
2019-08-28,NextGen Healthcare Inc.,North Canton,Stark,82,2019-11-01,(949) 237-5716,NA,006-19-071,2019,0
2019-08-19,Vertiv Corporation,Columbus,Franklin,130,2019-10-14,(740) 833-8598,NA,011-19-070,2019,0
2019-08-13,PSEB LLC,Groveport,Franklin,111,2019-10-11,(614) 497-1469,NA,011-19-069,2019,0
2019-08-13,Aloterra Packaging LLC,Ashtabula,Ashtabula,39,2019-10-06,(269) 385-5050,NA,019-19-068,2019,0
2019-08-12,East Ohio Valley Regional Hospital,Martin's Ferry,Belmont,343,2019-10-07,(304) 234-0123,NA,016-19-067,2019,0
2019-08-07,Security National Automotive Acceptance Company LLC,Mason,Warren,150,2019-08-07,(513) 459-8118,NA,012-19-066,2019,0
2019-08-06,Addition Manufacturing Technologies LLC,Lebanon,Warren,119,2019-08-30,(513) 228-7000,NA,012-19-065,2019,0
2019-08-01,"Fisher Auto Parts, Inc.",Cincinnati,Hamilton,137,2019-10-01,(540) 885-8901,NA,013-19-064,2019,0
2019-07-24,"EBTH, Inc. - Distribution Center",Blue Ash,Hamilton,160,2019-08-14,NA,NA,013-19-063,2019,0
2019-07-24,"EBTH, Inc. - Wilmer Warehouse",Cincinnati,Hamilton,70,2019-08-14,NA,NA,013-19-062,2019,0
2019-07-16,Arrow Electronics Inc.,Gahanna,Franklin,304,2019-09-14,(303) 824-3788,NA,011-19-061,2019,0
2019-07-16,Cleveland Hardware & Forging Company,Cleveland,Cuyahoga,25,2019-09-16,(248) 882-1606,"United Steelworkers Local 1-
243-13",003-19-060,2019,1
2019-07-12,"Taylor Communications, Inc.",Columbus,Franklin,63,2019-09-03,(678) 380-9095,NA,011-19-059,2019,0
2019-07-11,Stanley Black & Decker,Georgetown,Brown,81,2020-04-30,(937) 378-4048,NA,012-19-058,2019,0
2019-07-10,"Lake Ventures, LLC (Fresh Thyme Farmers Market)",Sugarcreek Township,Montgomery,51,2019-07-16,NA,NA,007-19-057,2019,0
2019-07-01,Pearson,Columbus,Franklin,5,2019-06-10,(415) 269-6602,NA,011-19-056,2019,0
2019-07-01,The Vindicator,Youngstown,Mahoning,144,2019-08-31,(330) 747-1471,"Graphic Communications Conference/International Brotherhood of Teamsters
Teamsters, Local 473",017-19-055,2019,1
2019-06-11,"Fairlawn Healthcare, LLC",Fairlawn,Summit,65,2019-06-14,(614) 401-7294,"United Food & Commercial Workers Union, Local 880",002-19-054,2019,1
2019-06-10,Parallel,Dayton,Montgomery,184,2019-06-30,(937) 424-1420,"Ohio Education Association
(OEA)",007-19-053,2019,1
2019-06-06,BTAS,Beavercreek,Greene,12,2019-07-17,(937) 431-9431,NA,007-19-052,2019,0
2019-06-03,Pearson,Columbus,Franklin,29,2019-06-03,(415) 269-6602,NA,011-19-051,2019,0
2019-08-01,"Schenker, Inc.",West Jefferson,Madison,209,2019-09-30,(847) 687-6154,NA,007-19-050,2019,0
2019-05-22,Uptown Westerville Healthcare,Westerville,Franklin,50,2019-06-20,(614) 882-1511,NA,011-19-049,2019,0
2019-05-17,KEPRO,Seven Hills,Cuyahoga,138,2019-05-11,(717) 564-8288,NA,003-19-048,2019,0
2019-05-17,Pearson,Columbus,Franklin,8,2019-05-15,(415) 269-6602,NA,011-19-047,2019,0
2019-05-16,"Deluxe Entertainment Services Group, Inc.",Wilmington,Clinton,59,2019-11-01,(818) 526-3863,NA,007-19-046,2019,0
2019-05-07,Falcon Transport Co.,Lorain,Lorain,61,2019-04-27,(330) 793-1345,NA,004-19-045,2019,0
